LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
6770294	False	[]	False	False	['1782', '1782']	['1782', '1782']	1782	Full length portrait of Grafton standing in profile to left and wearing a sword.
6770409	False	[]	False	False	[]	['1780', '1780']	1780	A young woman in a large hat with three feathers is an object of interest of a young happily grinning man with slightly caricatured features.
6770423	False	[]	False	False	[]	['1786', '1786']	1786	A nude couple (Mrs. Fitzherbert and the future George IV) in enormous wigs stands under the "Tree of Life." A sheet of paper covering the man's hips is inscribed "Mr. Rock." In his left hand he holds a ticket to a masquerade at Pantheon, in the right a walking stick. A serpent, inscribed "Modern gap of honour" glides between his legs and next to a saddle, whip and a riding hat inscribed "Furniture for saddling an estate." Next to the woman who holds a fan in front of her thighs, with a dog climbing up her knee, lie on the ground a staff and a comedy mask, a ticket and a letter addressed "To Belinda." Behind the woman a monkey is holding a mirror. Playing cards and dice fall off the tree which is hung with cards advertising fashionable places in London such as the Carlisle House, Pantheon, White's Club, Ranelagh and Almack's, among others. On the left a devil is walking away from her toward a roaring fire saying "I'll even back to Hell again, for these must be too knowing for me by the Size of their Heads." On the right in the background two men, identified as "Cain and Abel" are dueling. Another man lies on the ground having fallen off a galloping horse. The explanation below reads "For the benefit of the next heir."
6770885	False	[]	False	False	[]	['1780', '1780']	1780	An older man, representing Rev. Madan, is attacked by two women, one of them pulling on his coat and indicating a crying boy standing next to her, the other grasping his wig with her left hand and ready to strike him with a small stool she is holding in her right. Her right foot is propped on a volume entitled "Thelyphthora," his treatise advocating polygamy. Behind her, a third woman is picking his pocket. On the left two women are engaged in a fight; on the right a couple is kissing behind a screen on which is displayed an image of a duel, above it is an image of a prisoner in chains and next to it a body hanging from the gibbet.
6772745	False	[]	False	False	[]	['1780', '1780', '1780']	1780	Two groups of men, an English group on the left (including George III, North, and Shelburne) and a Dutch group (including a sailor and clergyman) stand on the seashore, with the lone figure of Lord George Gordon on the right and allegorical figures overhead. The figures are numbered but there is no accompanying explanation. A naval battle between French and British ships occupies the distance. Concerns English policies towards Dutch shipping and Dutch reaction to the Gordon Riots.
6778307	False	[]	False	False	[]	['1782', '1782']	1782	Shop interior with three milliners in frilled caps behind the counter, one seated and two sewing. Behind them the window to the left displays their work, while to the right shelves hold boxes labelled Feathers, Love, Coxcomb and Mode. Two fashionable men and a Pomeranian dog are before the counter, one man seated upon it and the other handing the ladies a Masquerade Ticket.
6778523	False	[]	False	False	[]	['1782', '1782', '1782']	1782	Admiral de Grasse stands up to his waist in a large barrel, saying "I shall never more love the Englishmen's sugar and gunpowder." On the left stands an English naval officer with cutlass in hand, and on the right an English sailor. Refers to De Grasse's defeat by Rodney when the French attempted to raid Jamaica in 1782.
6780416	False	[]	False	False	[]	['1783', '1783', '1783']	1783	A man in a coat with military facings, identified as Woodford Rice, stands in the middle of a room holding in his left hand a book open to the title page, "The Rutland Volunteers," and with a frontispiece that is a copy of this print. In the background, a military hat and a sword lie on a chair, togetehr with table with writing materials on it. Above the table hangs a plan depicting General Burgoyne's position against the French and Spanish armies at Villa Vellia Ford in 1762 where Captain Rice distiguished himself in the battle.
6783011	False	[]	False	False	[]	['1783', '1783']	1783	Bust portrait of an unidentified man in profile to the left wearing a bag wig.
6783759	False	[]	False	False	[]	['1783', '1783']	1783	A man with a stag's head in a bag wig, saying "Alas my Friend Fox, We are in the wrong Box," shakes hands with a man with a fox's head, also in a bag wig, who responds "Indeed my true Buck. We have very bad luck." They represent, respectively, Lord John Cavendish and Charles James Fox who both resigned their posts after the collapse of the Rockingham administration.
6784075	False	[]	False	False	[]	['1782', '1782']	1782	In a richly decorated and carpeted interior, a clergyman, his obese bespectacled wife, and 3 children sit at table, behind which a portrait of the parson hangs on the wall. The clergyman raises a wineglass to his lips as a servant uncorks another bottle of wine.
6786082	False	[]	False	False	[]	['1783', '1783', '1783']	1783	Lord North and Charles Fox stand bound together by a ribbon signed "Tie of interest" looped around their necks. North holds in his left hand a sheet of paper with the popular ballad, "Vicar of Bray," while Fox points to the list of his own "Debts of honour" (gambling debts). Playing cards and dice spread on the table are partially covered by the "Plan for disarming the I__h V____rs" (Irish Volunteers). A large sack inscribed "Budget" lies on the floor. Behind North hangs an oval bust portrait of him dressed as a cleric and inscribed "Vicar of Bray." Behind Fox is a similar portrait of him with a rope on his neck inscribed "Sergius Cataline." Above are three paintings showing, from left to right, two men hanging from a gibbet with the executioner's cart pulling away, the "State Vessel" blown down the "Stream of Corruption" by "Boreas" [North], and a fox running away with a goose in his mouth.
6786197	False	[]	False	False	[]	['1782', '1782', '1782']	1782	In a rural setting, a tailor with tape-measure hanging from pocket falls back from the recoil of his gun, his hat and wig falling off as well. He is observed by an amused country yokel with a spade.
6786339	False	[]	False	False	[]	['1782', '1782']	1782	Fox, and Richmond on the left with Shelburne standing pensively between them, move away from the armored ghost of Cromwell who stands on a crushed crown and sceptre. Cromwell is saying "To obtain your end your measures are right, you arm the people, like me, you trample on prerogative...." A reference to Shelburne's plan after the Gordon Riots to arm the populace in preference to the use of troops.
6786550	False	[]	False	False	[]	['1783', '1783']	1783	Two American Indians attack a group of American loyalists. One of the loyalists lies dead on the ground, another, fallen on his back, is about to be slaughtered by the Indian saying "Shelbu-n for ever." The second Indian, with a feathered headdress, pulls a loyalist by the tails of his coat saying "No-th [North] to the devil." Lord Shelburne (William Petty) looks on, smiling, in spite of being attacked by Britannia who aims her spear at his heart and says, "Inhuman smiling Hypocrite thus to disgrace my unsullied fame." He responds, "be not angry Madam no peace no place." A butcher standing behind Shelburne and with inscription above his head, "Even Butchers weep," wipes tears from his face with a large handkerchief. One of the loyalists expresses the popular sentiment that the British government sacrificed them through peace terms: "Ungrateful Britons to Abandon thus your Loyal friends."
6786682	False	[]	False	False	[]	['1783', '1783', '1783']	1783	A Spaniard using his sword as a walking stick and capering with satisfaction, leads a procession along a country road to a building inscribed "Inquisition." He is followed by a happy looking Frenchman who pulls George III on a rope tied around the King's neck and through a gate made from two vertical spears with a third one tied horizontally on top. A lion is falling down from it while the unicorn tries to balance itself and the crown. The King is followed by Lord Shelburne (William Petty), mimicking both the royal posture and dress, and holding a rolled document signed 'Preliminaries." Their orderly progress is watched by a lean, simply dressed man holding in his right hand a scourge with many lashes and the word "America" between them. With his left, he pulls the rope tied around the neck of a boorish Dutchman, his hands stuck in his pockets, smoking a pipe.
6787507	False	[]	False	False	[]	['1783', '1783', '1783']	1783	Charles Fox, with a fox's head in a wig, tilts to one side a wheelbarrow in which Lord Shelburne (William Petty) lies on his back, his arms and legs uncomfortably outstretched. Above them, Lord North as Boreas among the clouds, directs a strong blast on Shelburne's face. The text below the title, "The Devil can't Stand against A Double force. Vide the Votes of H: C: on ye. 18. [i.e., 17th] of Feby 1783," refers to the first of the two votes that, following the new coalition between Fox and North, led to Shelburne's resignation on February 24, 1783.
6788790	False	[]	False	False	[]	['1782', '1782']	1782	In a richly decorated and carpeted interior, a clergyman, his obese bespectacled wife, and 3 children sit at table, behind which a portrait of the parson hangs on the wall. The clergyman raises a wineglass to his lips as a servant uncorks another bottle of wine.
6789185	False	[]	False	False	[]	['1783', '1783']	1783	A scale is depicted in which Lord North, dressed as a washerwoman, is weighed down with the assistance of Fox (a fox on the cross beam). Or the right, Lord Shelburne, depicted as a Jesuit in monastic garb wearing the ribbon of a Knight of the Garter and holding a money bag signed "Blessings of Peace" in his right hand, sits in the upper pan of the balance, with his tombstone below. The attacks of the North-Fox coalition eventually led to Shelburne's stepping down in February 1783.
6790065	False	[]	False	False	[]	['1783', '1783']	1783	A group of ladies, gentlemen and children standing on the cliffs at Scarborough. Some admire the view while others are engaged in conversation.
6790134	False	[]	False	False	[]	['1783', '1783']	1783	In a parody of Fuseli's Nightmare Lord Shelburne lies asleep on two rows of spikes inscribed with article numbers from the peace treaty with the United States. On his chest stands a fox with Fox's face, tearing at his crotch with his front paws and urinating on his face while saying, "If He opens his mouth I will be down his Throat." Above Shelburne's feet hovers Lord North's head saying, "the North fog Rot Him." Next to Shelburne's habitually smiling face crouches Lord Ashburton in a lawyer's robe and wig, holding a smelling-bottle and saying, "take comfort my Lord. for you I will be always Dunning."
6790250	False	[]	False	False	[]	['1783', '1783']	1783	George III, seated on a low square stool placed atop a building inscribed "St Stephens Chapel. 1783," is holding in his left hand an empty scale and pointing to its perfect balance with his right one. Below the design is the text, "I'm above all! I yet Rule the Roast [sic]! As I please the Balance shall preponderate!" It appears to refer to the King's attempts to break the North-Fox coalition after Shelburne's resignation in February 1783.
6791144	False	[]	False	False	[]	['1783', '1783']	1783	In the lower left corner stands Lord North, his right arm raised, delivering a speech while Cornwall, the Speaker, is looking at him from his chair in the upper left corner of the image. On the right, rising from a cloud, are Fox and Burke, both violently gesticulating in their attack on North. Below the figures of North and Fox are excerpts from their speeches attacking each other before forming  coalition.
6791300	False	[]	False	False	[]	['1783', '1783']	1783	Bewildered Lord North is about to join his left hand which holds a ring, with the right paw of an obese fox facing him. Between them on the ground lies a book open to the pages inscribed "Marriage Ceremony." The ceremony is presided over by a happily grinning and winking devil standing behind the book and pushing North and Fox toward each other.
6792763	False	[]	False	False	[]	['1783', '1783']	1783	A badger [Lord North] and a fox [Charles Fox] sit in an open hole dug in a side of a hill, facing each other and holding their right paws. The badger, with the Garter ribbon and in a bag wig, says, "The grapes which round this cavern grow in plenty / My new Friend Fox will prove to each a dainty." To which the fox responds, "Tho once I stunk you from your Hole / you now are welcome in upon my soul." A devil peeking from behind the grape vines points to both of them saying, "He he he -- he / They both are for me." A comment on the North-Fox coalition.
6792810	False	[]	False	False	[]	['1783', '1783', '1783']	1783	Design in oval. In a ballroom, Lord North, dressed as a lady in hooped petticoats and wearing his Garter ribbon, is dancing with Charles Fox who holds his hat in his left hand. Behind them sits Lord Chancellor Thurlow playing the bagpipes while at the same time receiving a bag of money handed him by Britannia who sits next to him. Thurlow retained the chancellor's office through two administrations preceding the North-Fox coalition before he was forced by Fox to resign. The bag of money may refer to the pension he was then granted.
6793056	False	[]	False	False	['1782', '1782']	['1782', '1782']	1782	Charles James Fox, with the feet and tail of a fox, his empty pockets turned out, and with cow horns protruding through his hat, stands on an E.O. (gaming) table placed on the North Pole. Quoting Satan's speech from Paradise Lost, he looks to the upper right where the sun is depicted as Lord Shelburne. Refers to Fox's gambling habit and his July 1782 resignation after Shelburne's appointment as First Lord of the Treasury.
6793215	False	[]	False	False	[]	['1782', '1782', '1782', '1782']	1782	A fox (representing Charles James Fox) holding a quill pen in the right paw, approaches a platform on the left, upon which is seated a pug dog with a tobacco pipe (representing Holland). Beneath the pug's paw is a document (representing Fox's spurned peace overtures). On the right the head of the King is visible admonishing Fox against such negotiations with the Dutch.
6796939	False	[]	False	False	[]	['1783', '1783']	1783	Through the window in the upper left corner of the image, William Petty, Lord Shelburne, watches the candidates for the new ministry vomiting on the articles of the peace treaty with the United States as they lean on "posts" they hope to be awarded. Above them hovers a bat-like devil saying, "These posts my dears are temporal / I have posts below which you shall have eternal."
6804367	False	[]	False	False	[]	['1783', '1783']	1783	On a podium in front of a booth signed "Treasury," Lord North offers a "Coalition Pay" ladle filled with coins to Charles Fox (depicted with fox's body and human face) sitting in a contraption with a slit for mail and signed "American Letter Box." More coins are in the "Treasu[r]y Bucket" in North's other hand. Fox wears a fool's cap signed, "Vox populi." Behind North, the Duke of Portland, the new prime minister, stands in the booth's door, while William Petty, Lord Shelburne, watches the performance from the stairs to the podium. A group of spectators stands in front of the booth.
6806870	False	[]	False	False	[]	['1783', '1783']	1783	Charles Fox, with a fox's head, seated in an ornate chair resting on two poles, is carried by four men with asses' heads. Several others, also with asses' heads, men and women alike, cheer him enthusiastically displaying various items pertaining to the Westminster election which he won unopposed on April 7. The geese, representing the electors, lead the way holding in their beaks strings attached to the poles. The triumphant procession is watched with disbelief by three owls sitting on a tree branch in the upper right corner of the image.
6810908	False	[]	False	False	[]	['1783', '1783', '1783']	1783	George III, surrounded by members of the present and former governments, stands on the British shore of the Atlantic Ocean. He holds out his arms in a gesture of uncertainty asking, "My Lords and Gentlemen, what should I do." Each of the statesmen gives his advice. In the background, "England's sun" is "setting" behind the hills at the foot of which sailors, soldiers and civilians are shown fighting, perhaps in allusion to the mutiny of sailors in Portsmouth in March 1783. Between both groups, on the extreme right, a smaller group of men with peg legs or on crutches, apparently veterans of the American war, is addressed by Lord Amherst who says, "Gentlemen we have no further occasion for you." On the extreme left, on the American shore of the Atlantic, a young girl in Indian dress sits between the kings of France and Spain, who each hold her hand. Benjamin Franklin places a wreath on top of her head-dress. Above in the sky, a witch flies away on a broomstick with a banner reading, "Peace -- Peace -- P-e-a-c" issuing from under her skirts.
6811363	False	[]	False	False	[]	['1783', '1783']	1783	A large dredger-like wheel with four scoops stands in front of a building, possibly the Treasury, guarded by two mounted sentries. The Devil standing on the King's bent back, turns the crank. On the right, Lord Shelburne sits on the ground after being tossed out of the wheel together with his companions, most likely Dunning and Barré, saying, "Look what a crush a Pretty decent Tumble." On the left, two new Secretaries of State, Fox, with a fox's head, and North, lead on reins attached to his nose the Duke of Portland, the new prime minister. Fox, with broken leg, his hand on North's arm for support, complains that the "... late tumble hath Crippled me quite ..." North pledges help on condition that "you shall hold me fast in my Place." Behind them, Burke, with one arm in a sling, runs after them voicing his own need to join the coalition. His and Fox's "injuries" were suffered in the previous 'tumble' when Shelburne formed his administration.
6818458	False	[]	False	False	[]	['1783', '1783', '1783']	1783	In front of St. James's Palace and with the King watching from a window, the members of the newly elected ministry eagerly pick up loaves of bread and fishes spilled on the ground by a fish-wife frightened by American buffalo in the lower right corner of the image.
6818572	False	[]	False	False	[]	['1782', '1782']	1782	A caricature of the scene in Act I of Hamlet, the aged ghost in armor on the left, confronting a dissipated looking Hamlet dressed in black who stands between two terrified soldiers who wear British military uniforms.
6820113	False	[]	False	False	[]	['1783', '1783', '1783']	1783	A harnessed lion on the left struggles to pull away from "The Pit of ruin" into which he is being pulled backwards by four other animals whose harnesses are attached to a large hook at the end of his. They represent Spain (spaniel), France (cockerel), United States (rattle snake) and Holland (pug). The lion is hindered by four disoriented donkeys representing the new ministry who yank back on his rope bridle. A two-headed eagle (possibly Russia) hovers above the pit protesting its neutrality.
6830363	False	[]	False	False	[]	['1782', '1782']	1782	A tall thin violinist stands under a tree on the left serenading a motley group of grotesque-looking individuals, one having a pegleg, as 2 dogs bark accompaniment. In the background is a high stone wall.
6831649	False	[]	False	False	[]	['1783', '1783', '1783']	1783	On the right, William Petty, Lord Shelburne, attacks Britannia pulling on her hair and petticoat while pushing her to the ground. She leans on her shield; her broken spear lies next to it. William Pitt, who stands behind her with his arms folded on his chest, looks down at her indifferently. On the left, Charles Fox, taking Lord North's hand in his, points to the distressed Britannia with an entreaty to join their forces in her defense.
6831703	False	[]	False	False	[]	['1783', '1783']	1783	William Petty, Lord Shelburne, invites two gentlemen into a room to see "A pantomimical performance now exhibiting in the cabinet at St. Ja--ss [i.e., St. James's]." On a platform in front of them, Punch with the face of the Duke of Portland performs moves controlled by Lord North and Charles Fox who, from behind a screen in the back, pull strings attached to Punch's toes. A devil points at Portland while a demonic looking cherub with horns playing a trumpet. On the ledge above the entrance is a bust of George III who looks complacently at an image nailed to the wall in which Lord North is dancing with a fox and an Harlequin.
6832074	False	[]	True	False	[]	['1783', '1783']	1783	"The Treasury tub" on a stand in the middle of the image, is fitted with a siphon signed "Premier," from which other pipes extend toward Charles Fox, with a fox's head, on the left, and Lord North on the right. Fox, with a sealed cask by his side and holding a jug, complains that the tub appears to be empty from frequent use by the two of them and their friends. North, pouring from a jug into the cask by his side, expresses his contentment with its fullness. The "National tub" under the stand remains empty.
6834149	False	[]	False	False	[]	['1782', '1782']	1782	Judge Buller of King's Bench, is shown walking towards the right in his judicial robes, carrying two bundles of sticks, each terminating in the shape of a thumb. To the rear and on a smaller scale is a man beating his wife with one of the judge's implements. Buller was reputed to have ruled that a wife could legitimately be beaten provided the stick used by her husband was no thicker than his thumb.
6834345	False	[]	False	False	[]	['1782', '1782']	1782	Shelburne shown in monastic dress facing left, holding a rolled paper in his hand inscribed "The speech". Probably an allusion to his evasive speech in Parliament of 13 Dec. 1782.
6834733	True	[]	False	False	[]	['1784', '1784', '1784']	1784	Two men seated in chairs, on the left a worried-looking man holding a tricorne hat in his lap, and on the right a smiling lawyer reading a document.
6857566	False	[]	False	False	[]	['1784', '1784', '1784']	1784	George III, on the right, embraces his old antagonist John Wilkes (on the left) who holds a staff of liberty upside down with the cap of liberty on the ground. Beneath the image is engraved the text from Isaiah, "The wolf shall dwell with the Lamb ..."
6857640	False	[]	False	False	[]	['1784', '1784']	1784	The Devil, flying above the scene, has cast a fishing net over a table in the foreground of a large assemblage. A judge (?) outside the net on the left points to the individuals within. These are, from left to right, a man with spectacles holding a pen and writing in a book, his place card reading "The High Bailiff's conscience", followed by a central figure at whom the assemblage is looking, a young man in a fools cap, another man standing wearing clerical bands, and an old woman seated wearing a cap. At the right of the table stands a man who lifts the tablecloth to reveal the personification of Justice decapitated below, her scales lying next to her. In the foreground on the left a dog labelled "Prerogative" urinates on a round object. His collar is inscribed "W.P. Downing Street" (a reference to Pitt?). The man wearing spectacles is almost certainly Edmund Burke, the central seated figure perhaps the King, and the man lifting the tablecloth resembles Fox. Possibly relating to the 1783 Westminster election.
6902978	False	[]	False	False	[]	['1784', '1784', '1784']	1784	In a cave with Westminster Bridge visible in the background at left, three witches stand around their cauldron, from which flames ascend, together with the heads of Fox, North, and Burke. The witches add other ingredients to the cauldron, including a paper marked rebellion, while one hag opens a sack from which emerge Thomas Erskine, and John Lee in the shape of a snake. An attack on the Coalition and the India Bill. Initials FN in lower right of image probably refer to Fox-North coalition.
6909179	False	[]	False	False	[]	['1784', '1784', '1784']	1784	Charles James Fox and Edmund Burke, depicted as Hudibras and Ralpho, sit each with one foot in the stocks. They are guarded by Pitt on the right holding a halberd and keys labelled Treasury. The print is an allusion to the fall of the Coalition.
6910182	False	[]	False	False	[]	['1784', '1784', '1784']	1784	George III, his back to the viewer, supports one side of a scale containing the East India House with his left hand, while with a sword in the other, he severs the cords supporting the right hand scale, thus ejecting North and Fox. A reference to the King's action against the India Bill and to the fall of the Fox-North coalition.
6916291	False	[]	False	False	[]	['1784', '1784', '1784']	1784	George III is depicted with two profiles, that facing left (not a good likeness), directed toward North and Fox, the other a portrait of the King turned towards Shelburne and another figure, possibly Pitt, Lord Gower or the Duke of Richmond).
6916624	False	[]	False	False	[]	['1784', '1784', '1784']	1784	In a possible burlesque of West's Death of Wolfe, a "wounded" Fox lies supported by his followers. He is held in the arms of Admiral Keppel, as Burke in monk's habit offers him a glass, and Mary (Perdita) Robinson applies smelling salts. North is to the right, swooning with grief and supported by Portland, while Sheridan kneels to the right in front of John Cavendish. Behind Fox at the far left the Prince of Wales kneels to kiss Perdita's unoccupied hand. A satire on the defeat of Fox's India Bill.
6918149	False	[]	False	False	[]	['1783', '1783', '1783']	1783	Lying on his stomach, a giant Lord North appraises the ship Britannia which is heeling over by the shore, as he encourages the members of his cabinet to pillage it. Diminutive figures of Fox, Portland, possibly Stormont, and Burke, stand on his back holding large sacks of loot. To the right on the ground stands "Sir" Jeffery Dunstan, the popular "Mayor of Garratt," and used wig seller, saying, "Old Whigs and Sham Whigs."
6918188	False	[]	False	False	[]	['1783', '1783']	1783	In the tradition of May Day celebrations, Lord North and Charles Fox, in sooty clothes, holding brushes and dust pans, dance around the "Ways & Means" pyramid made of fishes and loaves and decorated with the royal crown on top.
6918204	False	[]	False	False	[]	['1783', '1783']	1783	In an outdoor setting, Charles Fox, with a fox's head, and Lord North, both kneeling, supplicate Edmund Burke for absolution, in Fox's words, of the "sins not yett committed." Lord North, having confessed that his "sins are manifold and grievious," promises to submit to Burke's "holy injuctions & drink small beer all my life time." Burke, dressed in a monastic garb and biretta, his right hand raised in the act of benediction, points with his left one to the steep hill in front of him, on top of which stands gallows with a body hanging from it, and directs Fox and North to "go & sin no more ..." Behind Burke is another steep hill with a cross on top and a kneeling figure next to it.
6921244	False	[]	False	False	[]	['1784', '1784', '1784']	1784	George III is shown with two faces in profile, standing in front of 2 doors, his right arm extended through a screen on the left and his hand being kissed by a kneeling Duke of Dorset. On the right, Charles James Fox, holding his East India Bill, also kneels to kiss the King's left hand, with North standing behind. On the wall hangs a picture of Bute as a cat. A reference to supposed secret influence at court.
6921733	False	[]	False	False	[]	['1784', '1784']	1784	Depicts Orpheus being pushed out of Hades by a demon, though an arch composed of grotesque creatures. Orpheus is shown as an elderly fiddler with a wooden leg, while his counterpart, an elderly unpleasant-looking woman, is led by another demon in the opposite direction. Pluto and Proserpine are seated on thrones in the background laughing at the scene.
6921773	False	[]	False	False	[]	['1784', '1784', '1784']	1784	Depicts Fox and North on the left side of a broken bridge, while on the other side the King is bent over displaying his posterior in their direction, holding his crown out between his legs. Fox and North stand on a road labelled "Road to Preferment" and the broken timbers of the bridge are inscribed "War Office", "Treasury", "Admiralty", etc. St. James's Palace is partly visible on the right.
6922187	False	[]	False	False	[]	['1784', '1784', '1784']	1784	Depicts the interior of a crowded shop, with shelves of elaborately-coiffed human heads. A sword lies on the floor, evidently having been employed to behead a lady who stands having her new head put in place by a shop assistant. Next to her is another lady having her head struck off by a man wielding mallet and chisel. On the far right a tall lady appears to be shopping for false bosoms and derrières. The doors to the shop bear signs "Avis au public: Têtes a changer." With 18 lines of French verse below design.
6922901	False	[]	False	False	[]	['1784', '1784']	1784	Outside the door of a house, a giant Lord North stands with a more diminutively-rendered Fox. They are caricatured as street musicians, North beating on a tambourine and Fox playing the hurdy-gurdy as he holds out his hat to receive food scraps from a maid in the doorway.
6923811	False	[]	False	False	[]	['1783', '1783']	1783	Behind the bar of the "Pro bono publico" stand Charles Fox and Lord North, advertising their mixture. Several displeased customers sitting at tables in front of the bar complain about the punch's appalling quality.
6925056	False	[]	False	False	[]	['1877', '1877']	1877	A tall, very thin Hugo Arnot handis a coin to a beggar who stands near the corner of a building.
6926491	False	[]	False	False	[]	['1783', '1783']	1783	In an outdoor setting, a bare-chested Lord Thurlow, his judge's wig at his feet, faces a bare-chested Charles Fox in a boxing match over the proposed regulation of the fees of the Exchequer Officers. Rigby's, proposition to exempt him from this new regulation was opposed in Parliament by Fox. The contenders'seconds are Rigby for Thurlow and Sheridan for Fox.
6927067	False	[]	False	False	[]	['1783', '1783']	1783	Lord North balances smugly on his left foot atop the beam of a pair of scales tipping the balance in favor of a very obese Charles Fox. Fox laughs at Lord Shelburne who remains suspended on the other scale, unable to bring it down despite stamping his feet. He is being enveloped by a cloud of gas labelled "anathema" being excreted by North.  Above to the left, George III, blindfolded with a tartan handkerchief, with the crown suspended above his head, reaches out from a cloud to place an enourmous wig on North's head.
6927297	False	[]	False	False	[]	['1783', '1783']	1783	In imitation of a scene from Act 3 of Farquhar's "The beaux' stratagem," Charles Fox as Scrub, and Lord North as Archer, sit in close conference discussing Perdita's infidelity while Mrs. Robinson (Perdita) as Gipsey, watches them standing behind their chairs. On the wall hangs the portrait of Col. Tarleton, with whom she was involved.
6928335	False	[]	False	False	[]	['1783', '1783']	1783	In a churchyard, tombstones, adorned on top with the heads of prominent politicians, are engraved with epitaphs in their memory.
6928420	False	[]	False	False	[]	['1783', '1783']	1783	A vertically divided male figure comprised of Lord North on the left and Charles Fox on the right is shown dressed only in breeches and with the upper body organs exposed to the viewer. Across the forehead is pasted a ribbon, "pro privato lucro." The organs they share include a tongue signed "Truth" (in reverse), "oratorial lungs," stomach labeled "Great Britain" ('Great' written in reverse), and the "Self-interest" artery splitting into two "P- of W-'s [i.e., Prince of Wales's] establishment" veins, each emptying into a full pocket signed, "pickings." North's foot, labeled "affection," presses down on an excreting fox. Fox's leg is signed, "religion." For his ribs he sports "13 stripes" while North's ribs are labeled "place," "pension," "sinecure," "contract," "loan," "title," "&.&."
6928576	False	[]	False	False	[]	['1783', '1783']	1783	Charles Fox, shown in profile, with a fox's head, rides his horse towards the left holding a goose by the neck over his shoulder. Two bags stuffed with geese are suspended from his saddle. He says, "I have Burgoyn'd the geese at last by coming North about" [i.e., surrendered them to the enemy as Gen. Burgoyne did at Saratoga, by forming a coalition with Lord North].
6928908	False	[]	False	False	[]	['1783', '1783']	1783	Charles Fox is shown making opposing statements depending on his audience or situation. In the first pair of images he proclaims his opposition to any additional taxes in front of a cheering crowd that includes Sam House, the Wardour Street publican and Fox's staunch supporter in the Westminster elections, and the Duchess of Devonshire, while in the corresponding image he encourages Lord Cavendish to increase taxation. In the second set of images he speaks both for and against the war for American independence. In the last set he assures Lord North of his sincere friendship only to deny it in the last image.
6929040	False	[]	False	False	[]	['1783', '1783', '1783']	1783	A vertically divided bust portrait shows on the left the Prince of Wales, on the right Mrs. Robinson. On the far left, below the Prince's feathers, is the head of the despairing King; on the far right is Thomas Robinson, the "King of cuckolds" on whose extensive horns rests a tray with busts of Lord North, Charles Fox and Col. Tarleton.
6930614	False	[]	False	False	[]	['1783', '1783']	1783	Pairs of elegantly dressed and coiffed ladies and gentlemen sit around a long table drinking champagne. On a dais sits 'Perdita' (Mary Robinson) who assures the Prince of Wales of her undying love. He looks at her adoringly and says, "Now what care I for Mom and Dad, let 'em scold and bellow." His left hand rests on books piled up on the table (the titles of which are also listed in the publisher's advertisement). Another lady on his left looking at him may be Elizabeth Armitstead (later Mrs. Fox) who succeeded Mrs. Robinson as his mistress. Other members of this group include Lord Derby and his actress wife, Elizabeth Farren, and Charles James Fox. The location appears to be the Schomberg House where James Graham established his 'Temple of Health and Hymen' famous for its 'Celestial Bed' (cf. George 6325). Allusion to George IV's coming of age.
6930808	False	[]	False	False	[]	['1783', '1783']	1783	At one end of a long table, a cleric with crossed eyes and mortar board drinks tea. He appears to be suspended in the air (the chair is not drawn) and leans with his elbow on the Morning Herald on the table. At the other end, a yawning academic in an unbuttoned coat under his robe, is doing up his stockings. His loose garter draws the attention of a playful cat while a dog watches him impatiently. Next to him on the table is an open volume of Euclid's Elements. The maid standing behind the table looks at the cleric on the left and pours hot water on the floor missing the teacup. Above the fireplace hang two muskets and three silhouette portraits of women. The bookshelves on the right display works of English authors and philosophers; on the left hangs a painting of a reposing nude and a satyr.
6956162	False	[]	False	False	[]	['1783', '1783', '1783']	1783	A bewildered group of French people watches in amazement the rising air balloon shown as a perfect globe attached to the handle of a basket in which travel a sheep, a cock, and a goose. The observers include members of all social classes, from the local landlord to a peasant woman with a child. An ape, accompanied by an owl and a scholar, watches the balloon through a telescope from a nearby tower.
6956860	False	[]	False	False	[]	['1783', '1783']	1783	Henry Grattan, on the left, waving his hat in one hand and making a fist with the other, shouts at Henry Flood, on the right, who looks at him over his shoulder with anger and disdain. The audience, consisting of the Irish House members and the crowd in the gallery, looks on.
6957333	True	[]	False	False	[]	['1783', '1783', '1783']	1783	A miserable, angry-looking tailor stands in the middle of his dilapidated workshop. His wig is turned sideways on his head, his empty pockets turned wrong side out, and his stockings undone. Between his feet on the floor lies a large lottery ticket signed "Blank." The tools of his trade are scattered on the workbench and on the floor, including his trade guild tankard. On the wall to the right hangs an advertisement referring to the bubble lottery of 1698, on the left a broadside ridiculing Mongolfier's hot air balloon ascent earlier in the year. Below it lies a credit note from a baker.
6957816	False	[]	False	False	[]	['1783', '1783', '1783']	1783	An elated cobbler skips joyfully in his dilapidated workshop waving his wig with one hand and a "10000" pound lottery ticket with the other. The tools of his trade are scattered on the floor.
6958035	False	[]	False	False	[]	['1783', '1783']	1783	Charles Fox, dressed as an Oriental prince, with playing cards in place of buttons and dice decorating his turban and epaulettes, rides on top of an elephant who has Lord North's anxious-looking face. On Fox's right is a banner with the map of India, to the left another one made of the tattered Magna Charta. The elephant is led by Burke dressed in the Oriental fashion and blowing a trumpet. The banner on the trumpet announces "king of kings" in Greek and "The man of the people" in English.
